"find_number","material","start_date","end_date","l2_class","object_diameter","object_height","ceramics_image_type","ceramics_mark","on_website","material_simplified","url"
"NZR2.00324CER023","industrial ware: white","1760","1800","Consumption: drinking","65.00","35.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00324CER023"
"NZR2.00329CER165","industrial ware: white","1825","1875","Consumption: drinking","90.00","55.00","genre scene",NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00329CER165"
"NZR2.00349CER004","industrial ware: white","1850","1880","Consumption of food and drinks: table accessories","110.00","75.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00349CER004"
"NZR2.00385CER069","industrial ware: white","1760","1800","Food consumption: plate, dish, bowl","135.00","60.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00385CER069"
"NZR2.00390CER002","industrial ware: white","1889","1889","Consumption: drinking","130.00","25.00",NULL,"P. Regout 70","1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00390CER002"
"NZR2.00391CER067","industrial ware: white","1775","1825","Consumption: drinking","130.00","30.00","floral motif",NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00391CER067"
"NZR2.00391CER078","industrial ware: white","1850","1900","Food consumption: plate, dish, bowl","260.00","55.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00391CER078"
"NZR2.00403CER019","industrial ware: white","1760","1800","Food consumption: plate, dish, bowl","260.00","30.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00403CER019"
"NZR2.00418CER083","industrial ware: white","1892","1930","Food consumption: plate, dish, bowl","160.00","80.00","floral motif","P. Regout 5a","1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00418CER083"
"NZR2.00418CER085","industrial ware: white","1850","1936","Food consumption: plate, dish, bowl","250.00","17.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00418CER085"
"NZR2.00418CER103","industrial ware: white","1760","1800","Consumption: drinking","70.00","110.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00418CER103"
"NZR2.00418CER106","industrial ware: white","1775","1825","Food consumption: plate, dish, bowl","240.00","25.00",NULL,"Whitening 1","1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00418CER106"
"NZR2.00422CER069","industrial ware: white","1775","1800","Food consumption: plate, dish, bowl","130.00","30.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00422CER069"
"NZR2.00422CER070","industrial ware: white","1790","1833","Food consumption: plate, dish, bowl","260.00","22.00",NULL,"Spode","1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00422CER070"
"NZR2.00432CER013","industrial ware: white","1850","1877","Consumption: drinking","135.00","25.00",NULL,"P. Regout 7","1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00432CER013"
"NZR2.00438CER036","industrial ware: white","1830","1875","Consumption: drinking","100.00","55.00","floral motif",NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00438CER036"
"NZR2.00438CER049","industrial ware: white","1825","1875","Food preparation: cooking - and hearth utensils","100.00","87.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00438CER049"
"NZR2.00438CER056","industrial ware: white","1800","1850","Consumption: drinking","75.00","70.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00438CER056"
"NZR2.00445CER035","industrial ware: white","1850","1900","Consumption: drinking","85.00","60.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00445CER035"
"NZR2.00449CER015","industrial ware: white","1874","1909","Food consumption: plate, dish, bowl","240.00","25.00","floral motif","Villeroy & Boch","1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00449CER015"
"NZR2.00456CER057","industrial ware: white","1881","1881","Consumption: drinking","90.00","65.00",NULL,"P. Regout 60","1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00456CER057"
"NZR2.00490CER080","industrial ware: white","1825","1850","Consumption: drinking","120.00","25.00","genre scene",NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00490CER080"
"NZR2.00492CER114","industrial ware: white","1775","1800","Consumption: drinking","55.00","25.00","chinese decor",NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00492CER114"
"NZR2.00492CER132","industrial ware: white","1775","1825","Consumption: drinking","100.00","40.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00492CER132"
"NZR2.00492CER152","industrial ware: white","1825","1875","Food consumption: plate, dish, bowl","140.00","25.00","genre scene",NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00492CER152"
"NZR2.00495CER029","industrial ware: white","1888","1888","Consumption: drinking","85.00","50.00",NULL,"P. Regout 70","1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00495CER029"
"NZR2.00505CER057","industrial ware: white","1800","1850","Food consumption: plate, dish, bowl","160.00","15.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00505CER057"
"NZR2.00511CER146","industrial ware: white","1775","1825","Food consumption: plate, dish, bowl","200.00","20.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00511CER146"
"NZR2.00512CER221","industrial ware: white","1800","1850","Food consumption: plate, dish, bowl","260.00","70.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00512CER221"
"NZR2.00513CER187","industrial ware: white","1850","1900","Consumption: drinking","75.00","45.00","animal scenery",NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00513CER187"
"NZR2.00518CER101","industrial ware: white","1883","1883","Consumption: drinking","85.00","50.00","geometric patterns","P. Regout 70","1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00518CER101"
"NZR2.00518CER105","industrial ware: white","1825","1875","Consumption: drinking","90.00","35.00","floral motif",NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00518CER105"
"NZR2.00518CER116","industrial ware: white","1825","1875","Food consumption: plate, dish, bowl","165.00","15.00","animal scenery",NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00518CER116"
"NZR2.00519CER144","industrial ware: white","1800","1830","Consumption: drinking","55.00","35.00","floral motif",NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00519CER144"
"NZR2.00519CER301","industrial ware: white","1800","1850","Consumption: drinking","135.00","27.00","genre scene",NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00519CER301"
"NZR2.00520CER196","industrial ware: white","1775","1850","Food preparation: cooking - and hearth utensils","340.00","17.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00520CER196"
"NZR2.00521CER006","industrial ware: white","1825","1875","Consumption: drinking","80.00","35.00","animal scenery",NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00521CER006"
"NZR2.00521CER084","industrial ware: white","1850","1900","Food preparation: cooking - and hearth utensils","240.00","65.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00521CER084"
"NZR2.00526CER173","industrial ware: white","1775","1800","Food consumption: plate, dish, bowl","140.00","32.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00526CER173"
"NZR2.00527CER148","industrial ware: white","1775","1825","Consumption: drinking","100.00","30.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00527CER148"
"NZR2.00527CER166","industrial ware: white","1775","1825","Consumption: drinking","115.00","50.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00527CER166"
"NZR2.00527CER172","industrial ware: white","1850","1925","Consumption of food and drinks: table accessories","45.00","60.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00527CER172"
"NZR2.00527CER173","industrial ware: white","1760","1800","Food preparation: cooking - and hearth utensils","90.00","45.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00527CER173"
"NZR2.00530CER002","industrial ware: white","1850","1900","Food consumption: cutlery and tools","55.00","25.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00530CER002"
"NZR2.00530CER076","industrial ware: white","1800","1850","Consumption: drinking","135.00","30.00","landscape",NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00530CER076"
"NZR2.00522CER093","industrial ware: white","1825","1875","Consumption: drinking","100.00","60.00","landscape",NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00522CER093"
"NZR2.00523CER090","industrial ware: white","1825","1875","Consumption: drinking","100.00","55.00","animal scenery",NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00523CER090"
"NZR2.00525CER005","industrial ware: white","1760","1825","Consumption: drinking","70.00","35.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00525CER005"
"NZR2.00525CER182","industrial ware: white","1830","1875","Consumption: drinking","60.00","30.00","floral motif",NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00525CER182"
"NZR2.00527CER128","industrial ware: white","1870","1890","Consumption: drinking","95.00","60.00","geometric patterns","P. Regout 8","1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00527CER128"
"NZR2.00527CER132","industrial ware: white","1800","1850","Food consumption: plate, dish, bowl","115.00","65.00","genre scene",NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00527CER132"
"NZR2.00532CER036","industrial ware: white","1760","1800","Food consumption: plate, dish, bowl","200.00","25.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00532CER036"
"NZR2.00533CER053","industrial ware: white","1800","1850","Food consumption: plate, dish, bowl","145.00","37.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00533CER053"
"NZR2.00537CER067","industrial ware: white","1800","1850","Consumption: drinking","80.00","62.00","animal scenery",NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00537CER067"
"NZR2.00565CER032","industrial ware: white","1760","1800","Food consumption: plate, dish, bowl","160.00","25.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00565CER032"
"NZR2.00570CER077","industrial ware: white","1900","1936","Consumption: drinking","70.00","60.00",NULL,"Societe Ceramique 550","1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00570CER077"
"NZR2.00575CER057","industrial ware: white","1825","1875","Consumption: drinking","95.00","65.00","chinese decor",NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00575CER057"
"NZR2.00576CER101","industrial ware: white","1840","1875","Food consumption: plate, dish, bowl","140.00","30.00","floral motif","unknown","1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00576CER101"
"NZR2.00536CER005","industrial ware: white","1775","1825","Consumption of food and drinks: table accessories","45.00","85.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00536CER005"
"NZR2.00536CER156","industrial ware: white","1825","1850","Consumption: drinking","90.00","140.00","animal scenery",NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00536CER156"
"NZR2.00571CER001","industrial ware: white","1775","1825","Consumption: drinking","80.00","45.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00571CER001"
"NZR2.00578CER144","industrial ware: white","1775","1800","Food consumption: plate, dish, bowl","200.00","25.00","floral motif",NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00578CER144"
"NZR2.00603CER146","industrial ware: white","1825","1875","Consumption of food and drinks: table accessories","105.00","40.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00603CER146"
"NZR2.00602CER038","industrial ware: white","1775","1825","Consumption: drinking","90.00","95.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00602CER038"
"NZR2.00603CER047","industrial ware: white","1825","1875","Consumption: drinking","90.00","50.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00603CER047"
"NZR2.00603CER072","industrial ware: white","1800","1850","Consumption: drinking","75.00","90.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00603CER072"
"NZR2.00603CER091","industrial ware: white","1800","1875","Food consumption: plate, dish, bowl","170.00","47.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00603CER091"
"NZR2.00626CER027","industrial ware: white","1760","1800","Consumption of food and drinks: table accessories","235.00","125.00",NULL,"Wedgwood","1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00626CER027"
"NZR2.00651CER019","industrial ware: white","1760","1800","Food consumption: plate, dish, bowl","255.00","40.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00651CER019"
"NZD1.00088CER214","redware","1500","1550","Food consumption: plate, dish, bowl","320.00","82.00",NULL,NULL,"1","redware","https://belowthesurface.amsterdam/en/vondst/NZD1.00088CER214"
"NZR2.00666CER021","industrial ware: white","1825","1900","Food preparation: cooking - and hearth utensils","80.00","13.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00666CER021"
"NZR2.00654CER002","industrial ware: white","1760","1850","Food consumption: cutlery and tools","30.00","15.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00654CER002"
"NZR2.00654CER166","industrial ware: white","1775","1825","Food consumption: plate, dish, bowl","250.00","25.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00654CER166"
"NZR2.00658CER008","industrial ware: white","1800","1850","Food consumption: plate, dish, bowl","195.00","43.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00658CER008"
"NZR2.00747CER026","industrial ware: white","1760","1800","Food consumption: plate, dish, bowl","260.00","22.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00747CER026"
"NZR2.00761CER018","industrial ware: white","1825","1875","Consumption: drinking","95.00","55.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00761CER018"
"NZR2.00783CER010","industrial ware: white","1825","1875","Consumption: drinking","105.00","55.00","floral motif",NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00783CER010"
"NZR2.00783CER012","industrial ware: white","1825","1875","Food consumption: plate, dish, bowl","180.00","20.00","text/inscriptions",NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00783CER012"
"NZR2.00888CER002","industrial ware: white","1760","1800","Consumption: drinking","65.00","25.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00888CER002"
"NZR2.00799CER024","industrial ware: white","1775","1825","Food preparation: cooking - and hearth utensils","330.00","20.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00799CER024"
"NZR2.00818CER076","industrial ware: white","1775","1825","Consumption: drinking","90.00","60.00","geometric patterns",NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00818CER076"
"NZR2.00854CER084","industrial ware: white","1750","1770","Consumption: drinking","75.00","74.00","floral motif",NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00854CER084"
"NZR2.00954CER020","industrial ware: white","1775","1825","Consumption: drinking","70.00","40.00","floral motif",NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00954CER020"
"NZR2.01008CER011","industrial ware: white","1800","1825","Consumption: drinking","100.00","55.00","marbled",NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.01008CER011"
"NZV1.00016CER002","industrial ware: white","1800","1850","Consumption: drinking","70.00","30.00","floral motif",NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZV1.00016CER002"
"NZR2.00934CER050","industrial ware: white","1800","1850","Food consumption: plate, dish, bowl","115.00","27.00","floral motif",NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00934CER050"
"NZR2.00940CER001","industrial ware: white","1760","1825","Consumption: drinking","75.00","50.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.00940CER001"
"NZR2.01034CER026","industrial ware: white","1800","1850","Food consumption: plate, dish, bowl","110.00","54.00",NULL,NULL,"1","industrial ware","https://belowthesurface.amsterdam/en/vondst/NZR2.01034CER026"
"NZD1.00081CER004","maiolica","1500","1550","Consumption: drinking","110.00","40.00",NULL,NULL,"1","maiolica","https://belowthesurface.amsterdam/en/vondst/NZD1.00081CER004"
"NZD1.00358CER002","maiolica","1575","1625","Food consumption: plate, dish, bowl","315.00","65.00","floral motif",NULL,"1","maiolica","https://belowthesurface.amsterdam/en/vondst/NZD1.00358CER002"
"NZD1.00392CER034","maiolica","1590","1610","Food consumption: plate, dish, bowl","160.00","20.00","animal scenery",NULL,"1","maiolica","https://belowthesurface.amsterdam/en/vondst/NZD1.00392CER034"
"NZD1.00397CER043","maiolica","1550","1600","Food consumption: plate, dish, bowl","240.00","32.00","ornamental",NULL,"1","maiolica","https://belowthesurface.amsterdam/en/vondst/NZD1.00397CER043"
"NZD1.00442CER004","maiolica","1500","1550","Consumption: drinking","110.00","40.00",NULL,NULL,"1","maiolica","https://belowthesurface.amsterdam/en/vondst/NZD1.00442CER004"
"NZR2.00097CER022","maiolica","1525","1550","Food consumption: plate, dish, bowl","140.00","32.00","floral motif",NULL,"1","maiolica","https://belowthesurface.amsterdam/en/vondst/NZR2.00097CER022"
"NZR2.00114CER009","maiolica","1600","1625","Food consumption: plate, dish, bowl","200.00","40.00","floral motif",NULL,"1","maiolica","https://belowthesurface.amsterdam/en/vondst/NZR2.00114CER009"
"NZR2.00202CER117","maiolica","1575","1700","Food consumption: plate, dish, bowl","255.00","45.00","geometric patterns",NULL,"1","maiolica","https://belowthesurface.amsterdam/en/vondst/NZR2.00202CER117"
"NZR2.00202CER122","maiolica","1575","1625","Food consumption: plate, dish, bowl","200.00","30.00","geometric patterns",NULL,"1","maiolica","https://belowthesurface.amsterdam/en/vondst/NZR2.00202CER122"
"NZR2.00233CER006","maiolica","1675","1750","Food consumption: plate, dish, bowl","340.00","60.00","landscape",NULL,"1","maiolica","https://belowthesurface.amsterdam/en/vondst/NZR2.00233CER006"
"NZR2.00275CER137","maiolica","1700","1750","Food consumption: plate, dish, bowl","320.00","60.00","Coat of arms/heraldry",NULL,"1","maiolica","https://belowthesurface.amsterdam/en/vondst/NZR2.00275CER137"
"NZR2.00353CER015","maiolica","1525","1575","Food consumption: plate, dish, bowl","250.00","45.00","floral motif",NULL,"1","maiolica","https://belowthesurface.amsterdam/en/vondst/NZR2.00353CER015"
"NZR2.00353CER016","maiolica","1625","1650","Food consumption: plate, dish, bowl","200.00","30.00","mixture",NULL,"1","maiolica","https://belowthesurface.amsterdam/en/vondst/NZR2.00353CER016"
"NZR2.00363CER006","maiolica","1675","1750","Food consumption: plate, dish, bowl","310.00","55.00",NULL,NULL,"1","maiolica","https://belowthesurface.amsterdam/en/vondst/NZR2.00363CER006"
"NZR2.00433CER123","maiolica","1550","1575","Food consumption: plate, dish, bowl","200.00","30.00","floral motif",NULL,"1","maiolica","https://belowthesurface.amsterdam/en/vondst/NZR2.00433CER123"
"NZR2.00433CER133","maiolica","1625","1650","Food consumption: plate, dish, bowl","200.00","37.00","still lifes/objects",NULL,"1","maiolica","https://belowthesurface.amsterdam/en/vondst/NZR2.00433CER133"
"NZR2.00442CER039","maiolica","1650","1675","Food consumption: plate, dish, bowl","300.00","40.00","religious/biblical images",NULL,"1","maiolica","https://belowthesurface.amsterdam/en/vondst/NZR2.00442CER039"
"NZR2.00443CER024","maiolica","1650","1750","Food consumption: plate, dish, bowl","350.00","60.00",NULL,NULL,"1","maiolica","https://belowthesurface.amsterdam/en/vondst/NZR2.00443CER024"
"NZR2.00448CER066","maiolica","1700","1750","Food consumption: plate, dish, bowl","230.00","50.00","geometric patterns",NULL,"1","maiolica","https://belowthesurface.amsterdam/en/vondst/NZR2.00448CER066"
"NZR2.00451CER057","maiolica","1675","1750","Food consumption: plate, dish, bowl","390.00","40.00",NULL,NULL,"1","maiolica","https://belowthesurface.amsterdam/en/vondst/NZR2.00451CER057"
"NZR2.00462CER123","maiolica","1675","1750","Food consumption: plate, dish, bowl","320.00","55.00",NULL,NULL,"1","maiolica","https://belowthesurface.amsterdam/en/vondst/NZR2.00462CER123"
"NZR2.00462CER169","maiolica","1675","1750","Food consumption: plate, dish, bowl","220.00","35.00","floral motif",NULL,"1","maiolica","https://belowthesurface.amsterdam/en/vondst/NZR2.00462CER169"
"NZR2.00489CER068","maiolica","1650","1700","Food consumption: plate, dish, bowl","330.00","50.00","still lifes/objects",NULL,"1","maiolica","https://belowthesurface.amsterdam/en/vondst/NZR2.00489CER068"
"NZR2.00527CER255","maiolica","1625","1675","Food consumption: plate, dish, bowl","110.00","50.00","chinese decor",NULL,"1","maiolica","https://belowthesurface.amsterdam/en/vondst/NZR2.00527CER255"
"NZR2.00667CER075","maiolica","1625","1675","Food consumption: plate, dish, bowl","280.00","50.00","geometric patterns",NULL,"1","maiolica","https://belowthesurface.amsterdam/en/vondst/NZR2.00667CER075"
"NZR2.00635CER180","maiolica","1700","1750","Food consumption: plate, dish, bowl","230.00","63.00","landscape",NULL,"1","maiolica","https://belowthesurface.amsterdam/en/vondst/NZR2.00635CER180"
"NZR2.00657CER107","maiolica","1675","1750","Food consumption: plate, dish, bowl","340.00","75.00",NULL,NULL,"1","maiolica","https://belowthesurface.amsterdam/en/vondst/NZR2.00657CER107"
"NZR2.00657CER120","maiolica","1640","1660","Food consumption: plate, dish, bowl","200.00","30.00","chinese decor",NULL,"1","maiolica","https://belowthesurface.amsterdam/en/vondst/NZR2.00657CER120"
"NZR2.00697CER014","maiolica","1675","1725","Food consumption: plate, dish, bowl","230.00","50.00","still lifes/objects",NULL,"1","maiolica","https://belowthesurface.amsterdam/en/vondst/NZR2.00697CER014"
"NZR2.00770CER011","maiolica","1650","1700","Food consumption: plate, dish, bowl","190.00","30.00","floral motif",NULL,"1","maiolica","https://belowthesurface.amsterdam/en/vondst/NZR2.00770CER011"
"NZR2.00803CER017","maiolica","1600","1625","Food consumption: plate, dish, bowl","170.00","57.00","geometric patterns",NULL,"1","maiolica","https://belowthesurface.amsterdam/en/vondst/NZR2.00803CER017"
"NZR2.00813CER039","maiolica","1625","1650","Food consumption: plate, dish, bowl","200.00","55.00","mixture",NULL,"1","maiolica","https://belowthesurface.amsterdam/en/vondst/NZR2.00813CER039"
"NZR2.00939CER047","maiolica","1650","1700","Food consumption: plate, dish, bowl","340.00","65.00","Coat of arms/heraldry",NULL,"1","maiolica","https://belowthesurface.amsterdam/en/vondst/NZR2.00939CER047"
"NZR2.00073CER015","maiolica: Italian","1550","1600","Food consumption: plate, dish, bowl","310.00","55.00","human figure",NULL,"1","maiolica","https://belowthesurface.amsterdam/en/vondst/NZR2.00073CER015"
"NZR2.00522CER158","maiolica: Spanish","1450","1550","Food consumption: plate, dish, bowl","125.00","50.00","ornamental",NULL,"1","maiolica","https://belowthesurface.amsterdam/en/vondst/NZR2.00522CER158"
"NZR2.00202CER105","porcelain: capucin","1700","1750","Consumption: drinking","110.00","20.00","mixture",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00202CER105"
"NZR2.00213CER038","porcelain: capucin","1725","1775","Food consumption: plate, dish, bowl","140.00","70.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00213CER038"
"NZR2.00223CER061","porcelain: capucin","1675","1725","Consumption: drinking","130.00","25.00","landscape",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00223CER061"
"NZR2.00233CER004","porcelain: capucin","1675","1725","Consumption: drinking","80.00","45.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00233CER004"
"NZR2.00274CER068","porcelain: capucin","1725","1775","Consumption: drinking","75.00","40.00","landscape",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00274CER068"
"NZR2.00286CER040","porcelain: capucin","1700","1750","Consumption: drinking","70.00","40.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00286CER040"
"NZR2.00306CER022","porcelain: capucin","1725","1775","Food consumption: plate, dish, bowl","85.00","65.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00306CER022"
"NZR2.00433CER074","porcelain: capucin","1700","1775","Consumption: drinking","90.00","45.00","landscape",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00433CER074"
"NZR2.00462CER108","porcelain: capucin","1675","1725","Consumption: drinking","80.00","45.00","landscape",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00462CER108"
"NZR2.00509CER042","porcelain: capucin","1700","1750","Consumption: drinking","120.00","15.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00509CER042"
"NZR2.00513CER130","porcelain: capucin","1725","1775","Consumption: drinking","80.00","45.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00513CER130"
"NZR2.00522CER066","porcelain: capucin","1700","1750","Consumption: drinking","115.00","25.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00522CER066"
"NZR2.00525CER128","porcelain: capucin","1675","1725","Consumption: drinking","75.00","40.00","landscape",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00525CER128"
"NZR2.00527CER093","porcelain: capucin","1675","1700","Consumption: drinking","120.00","25.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00527CER093"
"NZR2.00611CER039","porcelain: capucin","1725","1800","Consumption: drinking","70.00","40.00",NULL,NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00611CER039"
"NZR2.00611CER040","porcelain: capucin","1700","1750","Consumption: drinking","70.00","40.00","landscape",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00611CER040"
"NZR2.00646CER001","porcelain: capucin","1725","1800","Consumption: drinking","110.00","85.00","chinese decor",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00646CER001"
"NZR2.00646CER033","porcelain: capucin","1700","1750","Consumption: drinking","65.00","40.00","human figure",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00646CER033"
"NZD1.00007CER027","porcelain: China","1700","1750","Food consumption: plate, dish, bowl","235.00","25.00",NULL,NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZD1.00007CER027"
"NZR2.00198CER036","porcelain: China","1725","1775","Consumption: drinking","75.00","40.00","landscape",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00198CER036"
