"find_number","material","start_date","end_date","l2_class","object_diameter","object_height","ceramics_image_type","ceramics_mark","on_website","material_simplified","url"
"NZR2.00428CER124","redware","1650","1700","Food consumption: plate, dish, bowl","380.00","75.00",NULL,NULL,"0","redware",NULL
"NZR2.00429CER109","redware","1625","1700","Food consumption: plate, dish, bowl","130.00","72.00",NULL,NULL,"0","redware",NULL
"NZR2.00431CER054","redware","1525","1575","Food consumption: plate, dish, bowl","250.00","35.00",NULL,NULL,"0","redware",NULL
"NZR2.00433CER254","redware","1750","1850","Food preparation and consumption: various parts of kitchenware","160.00","65.00",NULL,NULL,"0","redware",NULL
"NZR2.00433CER260","redware","1525","1575","Food consumption: plate, dish, bowl","190.00","35.00",NULL,NULL,"0","redware",NULL
"NZR2.00433CER282","redware","1650","1700","Food preparation: cooking - and hearth utensils","240.00","35.00",NULL,NULL,"0","redware",NULL
"NZR2.00433CER284","redware","1400","1500","Food preparation: cooking - and hearth utensils","240.00","70.00",NULL,NULL,"0","redware",NULL
"NZR2.00438CER088","redware","1750","1850","Food preparation: cooking - and hearth utensils","240.00","110.00",NULL,NULL,"0","redware",NULL
"NZR2.00438CER098","redware","1750","1850","Food consumption: plate, dish, bowl","280.00","75.00",NULL,NULL,"0","redware",NULL
"NZR2.00440CER044","redware","1550","1600","Food preparation: cooking - and hearth utensils","220.00","45.00",NULL,NULL,"0","redware",NULL
"NZR2.00441CER171","redware","1650","1700","Food consumption: plate, dish, bowl","260.00","50.00",NULL,NULL,"0","redware",NULL
"NZR2.00441CER173","redware","1700","1800","Food preparation and consumption: various parts of kitchenware","145.00","50.00",NULL,NULL,"0","redware",NULL
"NZR2.00441CER179","redware","1675","1750","Food consumption: plate, dish, bowl","150.00","30.00",NULL,NULL,"0","redware",NULL
"NZR2.00442CER079","redware","1675","1750","Food consumption: plate, dish, bowl","150.00","35.00",NULL,NULL,"0","redware",NULL
"NZR2.00442CER105","redware","1625","1700","Food preparation: cooking - and hearth utensils","320.00","230.00",NULL,NULL,"0","redware",NULL
"NZR2.00442CER110","redware","1700","1800","Food consumption: plate, dish, bowl","420.00","137.00",NULL,NULL,"0","redware",NULL
"NZR2.00445CER064","redware","1500","1550","Food consumption: plate, dish, bowl","160.00","40.00",NULL,NULL,"0","redware",NULL
"NZR2.00445CER085","redware","1675","1750","Food consumption: plate, dish, bowl","220.00","50.00",NULL,NULL,"0","redware",NULL
"NZR2.00445CER105","redware","1750","1800","Food preparation: cooking - and hearth utensils","360.00","135.00",NULL,NULL,"0","redware",NULL
"NZR2.00448CER117","redware","1700","1800","Food consumption: plate, dish, bowl","135.00","30.00",NULL,NULL,"0","redware",NULL
"NZR2.00448CER127","redware","1675","1750","Food consumption: plate, dish, bowl","135.00","32.00",NULL,NULL,"0","redware",NULL
"NZR2.00448CER165","redware","1700","1800","Food consumption: plate, dish, bowl","340.00","100.00",NULL,NULL,"0","redware",NULL
"NZR2.00451CER137","redware","1500","1550","Food preparation: cooking - and hearth utensils","310.00","67.00",NULL,NULL,"0","redware",NULL
"NZR2.00451CER141","redware","1550","1650","Food consumption: plate, dish, bowl","360.00","70.00",NULL,NULL,"0","redware",NULL
"NZR2.00451CER154","redware","1650","1700","Food consumption: plate, dish, bowl","260.00","55.00",NULL,NULL,"0","redware",NULL
"NZR2.00451CER282","redware","1625","1675","Food preparation: cooking - and hearth utensils","150.00","75.00",NULL,NULL,"0","redware",NULL
"NZR2.00457CER064","redware","1650","1725","Food preparation: cooking - and hearth utensils","310.00","60.00",NULL,NULL,"0","redware",NULL
"NZR2.00459CER097","redware","1675","1725","Food preparation: cooking - and hearth utensils","160.00","140.00",NULL,NULL,"0","redware",NULL
"NZR2.00460CER166","redware","1650","1725","Food preparation: cooking - and hearth utensils","375.00","65.00",NULL,NULL,"0","redware",NULL
"NZR2.00460CER169","redware","1650","1700","Food consumption: plate, dish, bowl","340.00","75.00",NULL,NULL,"0","redware",NULL
"NZR2.00460CER203","redware","1700","1800","Food consumption: plate, dish, bowl","440.00","85.00",NULL,NULL,"0","redware",NULL
"NZR2.00460CER204","redware","1700","1800","Food consumption: plate, dish, bowl","390.00","75.00",NULL,NULL,"0","redware",NULL
"NZR2.00462CER250","redware","1600","1675","Food preparation: cooking - and hearth utensils","390.00","65.00",NULL,NULL,"0","redware",NULL
"NZR2.00462CER259","redware","1650","1700","Food consumption: plate, dish, bowl","440.00","75.00",NULL,NULL,"0","redware",NULL
"NZR2.00462CER266","redware","1600","1650","Food consumption: plate, dish, bowl","140.00","77.00",NULL,NULL,"0","redware",NULL
"NZR2.00462CER279","redware","1825","1900","Food consumption: plate, dish, bowl","125.00","30.00",NULL,NULL,"0","redware",NULL
"NZR2.00462CER310","redware","1775","1875","Food consumption: plate, dish, bowl","420.00","75.00",NULL,NULL,"0","redware",NULL
"NZR2.00462CER339","redware","1650","1725","Food preparation: cooking - and hearth utensils","280.00","50.00",NULL,NULL,"0","redware",NULL
"NZR2.00465CER023","redware","1400","1500","Food preparation: cooking - and hearth utensils","280.00","50.00",NULL,NULL,"0","redware",NULL
"NZR2.00472CER007","redware","1650","1725","Food preparation: cooking - and hearth utensils","380.00","75.00",NULL,NULL,"0","redware",NULL
"NZR2.00481CER085","redware","1800","1900","Food consumption: plate, dish, bowl","480.00","75.00",NULL,NULL,"0","redware",NULL
"NZR2.00482CER062","redware","1750","1850","Food preparation: cooking - and hearth utensils","320.00","100.00",NULL,NULL,"0","redware",NULL
"NZR2.00483CER024","redware","1600","1700","Food preparation: cooking - and hearth utensils","420.00","55.00",NULL,NULL,"0","redware",NULL
"NZR2.00486CER019","redware","1700","1800","Food consumption: plate, dish, bowl","260.00","60.00",NULL,NULL,"0","redware",NULL
"NZR2.00486CER021","redware","1650","1700","Food consumption: plate, dish, bowl","500.00","85.00",NULL,NULL,"0","redware",NULL
"NZR2.00490CER224","redware","1775","1875","Food consumption: plate, dish, bowl","400.00","75.00",NULL,NULL,"0","redware",NULL
"NZR2.00492CER303","redware","1750","1850","Food consumption: plate, dish, bowl","145.00","85.00",NULL,NULL,"0","redware",NULL
"NZR2.00492CER317","redware","1750","1850","Food consumption: plate, dish, bowl","185.00","46.00",NULL,NULL,"0","redware",NULL
"NZR2.00492CER321","redware","1800","1875","Food preparation and consumption: various parts of kitchenware","145.00","45.00",NULL,NULL,"0","redware",NULL
"NZR2.00492CER334","redware","1450","1550","Food consumption: plate, dish, bowl","230.00","45.00",NULL,NULL,"0","redware",NULL
"NZR2.00492CER341","redware","1650","1700","Food consumption: plate, dish, bowl","480.00","85.00",NULL,NULL,"0","redware",NULL
"NZR2.00492CER399","redware","1775","1875","Food consumption: plate, dish, bowl","320.00","70.00",NULL,NULL,"0","redware",NULL
"NZR2.00497CER021","redware","1800","1875","Food preparation and consumption: various parts of kitchenware","120.00","42.00",NULL,NULL,"0","redware",NULL
"NZR2.00505CER076","redware","1400","1550","Food preparation: cooking - and hearth utensils","230.00","40.00",NULL,NULL,"0","redware",NULL
"NZR2.00505CER077","redware","1500","1550","Food preparation: cooking - and hearth utensils","285.00","65.00",NULL,NULL,"0","redware",NULL
"NZR2.00509CER093","redware","1800","1875","Food preparation and consumption: various parts of kitchenware","95.00","40.00",NULL,NULL,"0","redware",NULL
"NZR2.00509CER107","redware","1700","1800","Food consumption: plate, dish, bowl","155.00","40.00",NULL,NULL,"0","redware",NULL
"NZR2.00509CER108","redware","1700","1800","Food consumption: plate, dish, bowl","160.00","40.00",NULL,NULL,"0","redware",NULL
"NZR2.00512CER424","redware","1750","1850","Food consumption: plate, dish, bowl","200.00","58.00",NULL,NULL,"0","redware",NULL
"NZR2.00512CER425","redware","1750","1850","Food consumption: plate, dish, bowl","360.00","75.00",NULL,NULL,"0","redware",NULL
"NZR2.00512CER494","redware","1775","1875","Food consumption: plate, dish, bowl","320.00","75.00",NULL,NULL,"0","redware",NULL
"NZR2.00512CER495","redware","1775","1850","Food consumption: plate, dish, bowl","300.00","60.00",NULL,NULL,"0","redware",NULL
"NZR2.00513CER423","redware","1825","1875","Food preparation and consumption: various parts of kitchenware","90.00","35.00",NULL,NULL,"0","redware",NULL
"NZR2.00514CER491","redware","1750","1850","Food preparation and consumption: various parts of kitchenware","145.00","40.00",NULL,NULL,"0","redware",NULL
"NZR2.00514CER519","redware","1650","1700","Food consumption: plate, dish, bowl","380.00","75.00",NULL,NULL,"0","redware",NULL
"NZR2.00514CER647","redware","1650","1700","Food preparation: cooking - and hearth utensils","260.00","23.00",NULL,NULL,"0","redware",NULL
"NZR2.00514CER654","redware","1400","1500","Food preparation: cooking - and hearth utensils","340.00","65.00",NULL,NULL,"0","redware",NULL
"NZR2.00514CER734","redware","1775","1875","Food consumption: plate, dish, bowl","380.00","80.00",NULL,NULL,"0","redware",NULL
"NZR2.00515CER242","redware","1750","1850","Food preparation: cooking - and hearth utensils","360.00","145.00",NULL,NULL,"0","redware",NULL
"NZR2.00516CER208","redware","1750","1850","Food preparation: cooking - and hearth utensils","150.00","80.00",NULL,NULL,"0","redware",NULL
"NZR2.00516CER317","redware","1825","1900","Food preparation: cooking - and hearth utensils","140.00","95.00",NULL,NULL,"0","redware",NULL
"NZR2.00516CER334","redware","1350","1550","Food preparation: cooking - and hearth utensils","230.00","55.00",NULL,NULL,"0","redware",NULL
